baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	EhMyb10_1.1	EhMyb10_2.1	pEhEx_1.1	pEhEx_2.1	Certeza	DE
EHI_153690A	1262.62903637221	-1.22752670035395	0.575161119858161	-2.13423101453149	0.0328238750936598	0.540737430017394	1048	381	1996	1796	1112.25762097547	398.983691290168	1426.09621373991	2113.1786194833	45.93	UP_pEhEx_DOWN_EhMyb10
EHI_056250A	40.439451691523	-1.31289604000188	0.617770821575171	-2.1252153616681	0.0335686468064238	0.549761254815524	17	27	71	55	18.0423469051364	28.2744348158387	50.7278713304278	64.713153714689	45.02	UP_pEhEx_DOWN_EhMyb10
EHI_163260A	456.940859103206	-0.886105235664432	0.417619403729336	-2.12180092148862	0.0338544592394432	0.552475962481978	343	265	743	557	364.030881674223	277.508341711009	530.856456317012	655.367756710577	44.75	UP_pEhEx_DOWN_EhMyb10
EHI_138770A	6224.22712200863	0.878153442092744	0.414473736285605	2.11871914964384	0.0341142089994989	0.554747667193266	6170	9144	5555	4083	6548.31061204069	9575.60859096404	3968.92007381023	4804.06921121955	44.53	DOWN_pEhEx_UP_EhMyb10
EHI_083400A	496.974663999693	0.987488281154343	0.467510720723091	2.11222596056623	0.0346670728441306	0.561753060664398	444	812	488	270	471.22364858121	850.327447054112	348.664805764067	317.682754599382	43.82	DOWN_pEhEx_UP_EhMyb10
EHI_131670A	448.478498346589	0.967337357499172	0.458571141603981	2.10945973206172	0.0349049182979215	0.563622575463279	416	712	459	237	441.506841913927	745.607318106561	327.944970995301	278.854862370569	43.64	DOWN_pEhEx_UP_EhMyb10
EHI_026310A	267.967218646352	0.956840672239185	0.454632388936546	2.10464695328325	0.0353220512402442	0.566418539858587	257	415	250	158	272.757832624709	434.588535132335	178.619265247985	185.903241580379	43.36	DOWN_pEhEx_UP_EhMyb10
EHI_164840A	11.4247028205937	-2.36041123052409	1.12153694822447	-2.10462190680469	0.0353242331463308	0.566418539858587	6	1	19	21	6.36788714298932	1.04720128947551	13.5750641588469	24.7086586910631	43.36	UP_pEhEx_DOWN_EhMyb10
EHI_025450A	2046.34006559359	0.868048168467534	0.413619252330907	2.09866480724904	0.0358464590654326	0.571770480381754	2251	2769	2386	1013	2389.01899314483	2899.70037055768	1704.74226752677	1191.89863114509	42.82	DOWN_pEhEx_UP_EhMyb10
EHI_036900A	417.342868151464	-0.983048079779673	0.468733696494107	-2.0972421806505	0.0359721422914416	0.571770480381754	316	215	610	572	335.375389530771	225.148277237234	435.831007205084	673.016798632765	42.82	UP_pEhEx_DOWN_EhMyb10
EHI_147570A	2122.35799395523	-1.1126105155956	0.530678673961874	-2.09658041708971	0.036030734313496	0.571770480381754	1728	812	3071	3069	1833.95149718093	850.327447054112	2194.15905430625	3610.99397727964	42.82	UP_pEhEx_DOWN_EhMyb10
EHI_072640A	7.38953093339657	-2.59077556124041	1.23838331646736	-2.09206271336965	0.0364329060629697	0.571945245826177	2	2	19	10	2.12262904766311	2.09440257895101	13.5750641588469	11.7660279481253	42.81	UP_pEhEx_DOWN_EhMyb10
EHI_075530A	52.0842747189255	-1.62999479071236	0.778462863361485	-2.0938632623705	0.0362721627171684	0.571945245826177	40	8	92	78	42.4525809532622	8.37761031580406	65.7318896112586	91.7750179953771	42.81	UP_pEhEx_DOWN_EhMyb10
EHI_135150A	211.576416689232	-0.892045736698877	0.426632037157028	-2.09090189907737	0.0365368588403229	0.571945245826177	155	126	404	222	164.503751193891	131.947362473914	288.648732640744	261.205820448381	42.81	UP_pEhEx_DOWN_EhMyb10
EHI_178620A	54.4190665143906	-1.41648785733352	0.677460329737401	-2.0908794141239	0.0365388748963269	0.571945245826177	28	28	59	99	29.7168066672835	29.3216361053142	42.1541465985245	116.48367668644	42.81	UP_pEhEx_DOWN_EhMyb10
EHI_029600A	193.998949977134	0.994735079115902	0.476352612438852	2.08823265190677	0.0367768532668726	0.573718910963212	182	309	185	108	193.159243337343	323.585198447932	132.178256283509	127.073101839753	42.63	DOWN_pEhEx_UP_EhMyb10
EHI_009810A	784.234457114879	-0.952127412822515	0.456781046475452	-2.08442845903784	0.0371212113997282	0.575191295830132	639	373	1317	958	678.179980728363	390.606080974364	940.966289326386	1127.1854774304	42.48	UP_pEhEx_DOWN_EhMyb10
EHI_182590A	35278.1097739387	0.872780008552464	0.418691999002216	2.08453949593588	0.0371111215041656	0.575191295830132	42935	43642	27129	25888	45567.5390807078	45701.9586752901	19383.0481876504	30459.8931521067	42.48	DOWN_pEhEx_UP_EhMyb10
EHI_098190A	106.038609223837	-1.01335021543849	0.487193857611115	-2.07997329935009	0.037527981978967	0.579542862641631	74	59	170	138	78.537274763535	61.7848760790549	121.46110036863	162.371185684129	42.05	UP_pEhEx_DOWN_EhMyb10
EHI_131470A	3306.27128745413	-1.05054217991608	0.505856894487531	-2.07675765886389	0.0378239319372448	0.582159648077594	2810	1264	5832	4039	2982.29381196667	1323.66242989704	4166.830219705	4752.2986882478	41.78	UP_pEhEx_DOWN_EhMyb10
EHI_075690A	57.757768044364	-1.14869149425137	0.55395280698751	-2.07362699450545	0.038113966157634	0.583366365144826	30	38	93	79	31.8394357149466	39.7936490000693	66.4463666722505	92.9516207901896	41.66	UP_pEhEx_DOWN_EhMyb10
EHI_137930A	53.1859555146571	-1.33436651061122	0.643633837544286	-2.07317644408248	0.0381558617793552	0.583366365144826	33	24	67	89	35.0233792864413	25.1328309474122	47.86996308646	104.717648738315	41.66	UP_pEhEx_DOWN_EhMyb10
EHI_145610A	316.278554384466	1.06844187331759	0.515733192650478	2.07169499373621	0.038293894518164	0.583538087988711	269	545	238	203	285.493606910688	570.724702764151	170.045540516082	238.850367346943	41.65	DOWN_pEhEx_UP_EhMyb10
EHI_017030A	101.106560851939	-1.25131240687731	0.604834799397128	-2.06884988781161	0.0385601753055866	0.585656523948217	77	36	142	156	81.7212183350297	37.6992464211183	101.455742660856	183.550035990754	41.43	UP_pEhEx_DOWN_EhMyb10
EHI_012270A	1864.02355917087	-0.81920991178795	0.396568122653723	-2.06574826616428	0.0388522552621009	0.587017968528447	1441	1115	3066	2183	1529.35422884127	1167.62943776519	2190.58666900129	2568.52390107575	41.3	UP_pEhEx_DOWN_EhMyb10
EHI_056380A	427.312866191833	-1.21703829696852	0.589694834690827	-2.06384425531997	0.0390324855214482	0.587017968528447	353	133	624	637	374.644026912539	139.277771500242	445.833686058971	749.495980295579	41.3	UP_pEhEx_DOWN_EhMyb10
EHI_184520A	273.587871074645	1.07784017082196	0.522021016948099	2.06474478196942	0.0389471549673659	0.587017968528447	316	388	156	205	335.375389530771	406.314100316497	111.458421514743	241.203572936568	41.3	DOWN_pEhEx_UP_EhMyb10
EHI_127380A	180.842726706094	-1.08681907740767	0.527930015355346	-2.05864233098424	0.0395285144527095	0.59254144466244	137	82	254	264	145.400089764923	85.8705057369916	181.477173491953	310.623137830507	40.75	UP_pEhEx_DOWN_EhMyb10
EHI_088070A	225.997455580607	0.844527868247557	0.410666162487718	2.05648272341604	0.0397360098799107	0.593313089307094	267	284	235	132	283.370977863025	297.405166211044	167.902109333106	155.311568915254	40.67	DOWN_pEhEx_UP_EhMyb10
EHI_103900A	98.8443752743425	1.34372977290534	0.654596073529666	2.05276173695906	0.0400956911722091	0.593313089307094	63	207	79	47	66.8628150013879	216.77066692143	56.4436878183633	55.3003313561888	40.67	DOWN_pEhEx_UP_EhMyb10
EHI_114790A	97.6125752376836	-1.10872090667317	0.539932120047984	-2.05344498966766	0.0400294397594858	0.593313089307094	76	41	166	126	80.6599038111981	42.9352528684958	118.603192124662	148.251952146378	40.67	UP_pEhEx_DOWN_EhMyb10
EHI_151990A	425.756233079474	0.973103477531916	0.473955979952816	2.0531515978104	0.0400578770357679	0.593313089307094	668	400	339	283	708.958101919478	418.880515790203	242.207723676268	332.978590931945	40.67	DOWN_pEhEx_UP_EhMyb10
EHI_045200A	14.6500187430353	-1.99976381158377	0.975111710913789	-2.05080483518116	0.0402859565093129	0.594217858512365	7	4	18	29	7.42920166682088	4.18880515790203	12.8605870978549	34.1214810495633	40.58	UP_pEhEx_DOWN_EhMyb10
EHI_125830A	448.149418513604	0.904383127856323	0.441647489857748	2.04774882372278	0.0405846171746253	0.596511709368528	461	649	509	221	489.265995486346	679.633636869604	363.668824044898	260.029217653568	40.35	DOWN_pEhEx_UP_EhMyb10
EHI_153020A	75.9997113597456	1.11617461531696	0.545389004385507	2.04656604064572	0.0407007120255797	0.596511709368528	80	118	81	32	84.9051619065243	123.56975215811	57.8726419403472	37.6512894340009	40.35	DOWN_pEhEx_UP_EhMyb10
EHI_137720A	854.690707210027	-0.894863539927979	0.437860910979738	-2.043716434805	0.040981568661095	0.596826515754301	474	661	1266	1121	503.063084296157	692.20005234331	904.527959215797	1318.97173298484	40.32	UP_pEhEx_DOWN_EhMyb10
EHI_153940.mRNA	16.1570126926754	-1.74754333791541	0.854544451246724	-2.04499992407166	0.0408548655907286	0.596826515754301	6	8	27	26	6.36788714298932	8.37761031580406	19.2908806467824	30.5916726651257	40.32	UP_pEhEx_DOWN_EhMyb10
EHI_139460A	1003.86347777722	0.768455584433634	0.376861469098086	2.03909300219181	0.041440746486453	0.601609827541504	1265	1134	1025	640	1342.56287264692	1187.52626226522	732.338987516739	753.025788680017	39.84	DOWN_pEhEx_UP_EhMyb10
EHI_044220A	12.7425777587956	2.00720499320771	0.986935000301144	2.0337762796894	0.0419741571760868	0.601760346804833	12	27	9	3	12.7357742859786	28.2744348158387	6.43029354892747	3.52980838443758	39.82	DOWN_pEhEx_UP_EhMyb10
EHI_097930A	72.5130957135333	-1.30206070274302	0.639544678244059	-2.03591828223475	0.0417585616778506	0.601760346804833	55	24	103	113	58.3722988107355	25.1328309474122	73.5911372821699	132.956115813816	39.82	UP_pEhEx_DOWN_EhMyb10
EHI_124880A	85.428238162579	-1.07769637210468	0.529064432575784	-2.03698511135562	0.0416515340367386	0.601760346804833	47	57	124	122	49.881782620083	59.6904735001039	88.5951555630007	143.545540967128	39.82	UP_pEhEx_DOWN_EhMyb10
EHI_186120A	90.384485390491	1.01922472871409	0.50104068381174	2.03421550713246	0.0419298717164703	0.601760346804833	121	109	99	41	128.419057383618	114.14494055283	70.7332290382022	48.2407145873136	39.82	DOWN_pEhEx_UP_EhMyb10
EHI_017890A	20.1381280573345	-1.58415829987074	0.78268150499341	-2.02401396962111	0.0429687144105914	0.612204407794246	10	9	32	32	10.6131452383155	9.42481160527956	22.8632659517421	37.6512894340009	38.78	UP_pEhEx_DOWN_EhMyb10
EHI_191530A	20.1381280573345	-1.58415829987074	0.78268150499341	-2.02401396962111	0.0429687144105914	0.612204407794246	10	9	32	32	10.6131452383155	9.42481160527956	22.8632659517421	37.6512894340009	38.78	UP_pEhEx_DOWN_EhMyb10
EHI_135090A	132.482580761856	1.2320730860828	0.610371458329684	2.0185627444875	0.0435326865286412	0.618325380879034	118	236	153	41	125.235113812123	247.13950431622	109.314990331767	48.2407145873136	38.17	DOWN_pEhEx_UP_EhMyb10
EHI_004880A	347.713925032045	-0.975155636110112	0.484535306942124	-2.01255847022639	0.0441610996822663	0.624604654599893	258	186	474	496	273.819147148541	194.779439842444	338.66212691018	583.594986227013	37.54	UP_pEhEx_DOWN_EhMyb10
EHI_011950A	402.828034403413	0.868490560963797	0.431789202974433	2.01137628032635	0.0442857268111242	0.624604654599893	397	592	424	227	421.341865961127	619.9431633695	302.938273860583	267.088834422444	37.54	DOWN_pEhEx_UP_EhMyb10
EHI_055700A	101.218028943045	-1.11525821128507	0.555046958307192	-2.00930424821431	0.0445048776607376	0.624604654599893	57	64	128	158	60.4949278583986	67.0208825264324	91.4530638069684	185.903241580379	37.54	UP_pEhEx_DOWN_EhMyb10
EHI_068380A	8.57911103199563	-2.44087664074675	1.2148599592885	-2.00918354587658	0.0445176720358029	0.624604654599893	3	2	11	18	3.18394357149466	2.09440257895101	7.85924767091135	21.1788503066255	37.54	UP_pEhEx_DOWN_EhMyb10
EHI_006900A	229.063113686114	-1.02209260653296	0.509562142527609	-2.00582523941637	0.0448748968174858	0.626428914061431	185	101	354	307	196.343186908838	105.767330237026	252.924879591147	361.217058007446	37.36	UP_pEhEx_DOWN_EhMyb10
EHI_014400A	537.102388572804	-0.841613519851868	0.419887878367218	-2.00437679488291	0.0450297131388838	0.626428914061431	414	315	850	656	439.384212866263	329.868406184785	607.30550184315	771.851433397017	37.36	UP_pEhEx_DOWN_EhMyb10
EHI_046390A	1150.77672858114	-0.886671526696473	0.443262168345187	-2.0003320608358	0.0454644192300126	0.626428914061431	950	580	1917	1375	1008.24879763998	607.376747895794	1369.65252592155	1617.82884286722	37.36	UP_pEhEx_DOWN_EhMyb10
EHI_135080A	31315.1014834286	-1.21301023078876	0.605516388505424	-2.00326573122619	0.0451487736737456	0.626428914061431	27061	8622	47527	45516	28720.2323294057	9028.96951785782	33956.951277764	53554.252808687	37.36	UP_pEhEx_DOWN_EhMyb10
EHI_170120A	198.471684958155	-1.25045491594874	0.624394083319448	-2.00266938677731	0.045212786764486	0.626428914061431	170	52	346	265	180.423469051364	54.4544670527264	247.209063103212	311.79974062532	37.36	UP_pEhEx_DOWN_EhMyb10
EHI_200800A	3063.8632597495	0.810921432541613	0.405289082492478	2.00084696966063	0.0454088839040504	0.626428914061431	3097	4315	2816	2072	3286.89108030632	4518.67356408681	2011.96740375331	2437.92099085156	37.36	DOWN_pEhEx_UP_EhMyb10
EHI_196580A	71.2749027886986	-1.19264016376573	0.597257656703221	-1.99686040083428	0.0458403499418161	0.629723255021605	56	26	118	97	59.433613334567	27.2272335263632	84.308293197049	114.130471096815	37.03	UP_pEhEx_DOWN_EhMyb10
EHI_186720A	9985.57210523116	-1.4645169846254	0.733903996182805	-1.99551575170958	0.0459866579198364	0.62985297543776	8596	1433	17410	14346	9123.05964685604	1500.6394478184	12439.0456318697	16879.5436943805	37.01	UP_pEhEx_DOWN_EhMyb10
EHI_113590A	185.520222010155	-0.841797385715109	0.422492486723052	-1.99245527948741	0.0463211272526186	0.630679963362577	133	119	334	202	141.154831669597	124.616953447585	238.635338371308	237.67376455213	36.93	UP_pEhEx_DOWN_EhMyb10
EHI_122850A	26.2327571142857	1.37762445718261	0.691388018729012	1.99254893036058	0.0463108621496445	0.630679963362577	29	43	21	12	30.7781211911151	45.0296554474468	15.0040182808308	14.1192335377503	36.93	DOWN_pEhEx_UP_EhMyb10
EHI_182360A	1099.3163701425	0.811089940220551	0.407679901729697	1.98952643183849	0.0466431273164793	0.633190772597161	1088	1572	1126	673	1154.71020192873	1646.2004270555	804.501170676925	791.85368090883	36.68	DOWN_pEhEx_UP_EhMyb10
EHI_000690A	125.033439745447	-4.73996458383196	2.40830377652995	-1.96817553915961	0.0490478436995217	0.635126550881058	17	0	184	298	18.0423469051364	0	131.463779222517	350.627632854133	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_005150A	1599.62228381657	-0.748907567519603	0.377013985082289	-1.98641853393354	0.0469868703562742	0.635126550881058	1216	1047	2736	1748	1290.55846097917	1096.41975008086	1954.80923887395	2056.7016853323	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_009940A	77.1817740326637	-1.37745993131274	0.695691738023014	-1.97998604270786	0.0477050970337374	0.635126550881058	48	33	72	146	50.9430971439146	34.5576425526917	51.4423483914197	171.784008042629	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_025470A	57.5221042795254	-1.07921218629221	0.546229176949506	-1.97574979849891	0.0481831217433781	0.635126550881058	41	29	105	69	43.5138954770937	30.3688373947897	75.0200914041538	81.1855928420643	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_027600A	545.648821974778	-1.0013716302617	0.505867541560998	-1.9795135050011	0.0477582206530449	0.635126550881058	470	218	1026	614	498.81782620083	228.289881105661	733.053464577731	722.434116014891	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_029610A	92.2889614969334	1.0713976914829	0.539992716966902	1.9840965587478	0.0472450766932643	0.635126550881058	97	140	62	64	102.947508811661	146.608180526571	44.2975777815003	75.3025788680017	36.49	DOWN_pEhEx_UP_EhMyb10
EHI_035090A	5030.77128291364	-0.922417110490917	0.467789883665546	-1.9718620318656	0.0486253586459752	0.635126550881058	4298	2281	8525	6019	4561.52982342802	2388.66614129363	6090.9169449563	7081.9722219766	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_044550A	81584.1944452388	0.768455115499991	0.390625633160528	1.96724190699537	0.0491553288254404	0.635126550881058	82789	112452	80340	53808	87865.1681134905	117759.8794041	57401.0870800925	63310.6431832724	36.49	DOWN_pEhEx_UP_EhMyb10
EHI_046650A	83.9977937653131	-0.980505723804396	0.496299065376148	-1.97563483836357	0.0481961499142033	0.635126550881058	59	48	141	104	62.6175569060617	50.2656618948243	100.741265599864	122.366690660503	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_073180A	288.437903847251	-1.56511066553947	0.790020804853197	-1.98110056839617	0.04757999657208	0.635126550881058	243	32	540	405	257.899429291068	33.5104412632162	385.817612935648	476.524131899073	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_091470A	13.8720361643078	-1.75330326462752	0.890952048936161	-1.96789857178178	0.0490797091848804	0.635126550881058	7	5	27	20	7.42920166682088	5.23600644737754	19.2908806467824	23.5320558962505	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_117960A	290.552837533322	-0.877562905435437	0.444870968454771	-1.97262345188222	0.0485384790562759	0.635126550881058	212	176	428	380	224.99867905229	184.307426947689	305.796182104551	447.10906202876	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_131940A	5715.21314447407	-1.19391532195797	0.605534223152398	-1.97167274170314	0.0486469772972442	0.635126550881058	5036	1536	9329	7855	5344.77994201571	1608.50118063438	6665.35650199382	9242.2149532524	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_140600A	435.193953736309	-0.892793330632132	0.452934484878651	-1.97113127933133	0.0487088617706235	0.635126550881058	345	232	665	558	366.153510721886	242.950699158318	475.127245559641	656.54435950539	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_144270A	94.6508322289776	-1.46979037566636	0.747510008748481	-1.96624842271631	0.0492699214829504	0.635126550881058	45	50	67	196	47.7591535724199	52.3600644737754	47.86996308646	230.614147783255	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_170300A	38.8653000090559	-1.72747295113897	0.87115235004546	-1.98297456357528	0.047370270867208	0.635126550881058	30	4	70	59	31.8394357149466	4.18880515790203	50.0133942694359	69.4195648939391	36.49	UP_pEhEx_DOWN_EhMyb10
EHI_174170A	875.654310063701	0.782970882624741	0.395908048971538	1.97765840997345	0.0479672551031255	0.635126550881058	907	1196	870	566	962.61227311522	1252.45274221271	621.595043062989	665.95718186389	36.49	DOWN_pEhEx_UP_EhMyb10
EHI_178460A	875.055601653618	0.785230553798965	0.398470976272862	1.97060915488425	0.0487685986716811	0.635126550881058	895	1208	885	555	949.876498829241	1265.01915768641	632.312198977868	653.014551120952	36.49	DOWN_pEhEx_UP_EhMyb10
EHI_181520A	72.0680422850539	1.03046746897129	0.524551895799266	1.96447191826683	0.0494753897582681	0.63599369739539	76	108	73	36	80.6599038111981	113.097739263355	52.1568254524117	42.357700613251	36.4	DOWN_pEhEx_UP_EhMyb10
EHI_044770A	7210.85707682318	-1.11216798794891	0.566695585979318	-1.96254923360123	0.0496985745181242	0.637083119588879	6261	2366	10867	10162	6644.89023370936	2477.67825089905	7764.22222179942	11956.6376008849	36.29	UP_pEhEx_DOWN_EhMyb10
EHI_010060A	696.26629355917	0.799630102130935	0.407867203769228	1.96051581186549	0.0499355316996681	0.637435505032701	960	716	670	457	1018.86194287829	749.796123264463	478.6996308646	537.707477229325	36.26	DOWN_pEhEx_UP_EhMyb10
EHI_023000A	94.6581862357776	-1.65622400062267	0.846339148729094	-1.95692708190297	0.0503560419956892	0.637435505032701	77	9	157	149	81.7212183350297	9.42481160527956	112.172898575735	175.313816427066	36.26	UP_pEhEx_DOWN_EhMyb10
EHI_025370A	315.671405613631	0.996717352442722	0.508692371020016	1.95937153616857	0.0500692915909336	0.637435505032701	278	521	235	216	295.045437625172	545.591871816739	167.902109333106	254.146203679506	36.26	DOWN_pEhEx_UP_EhMyb10
EHI_056680A	73.7672575293889	-1.39340051172081	0.712656734691358	-1.95521973467951	0.0505571402296688	0.637435505032701	61	16	182	71	64.7401859537248	16.7552206316081	130.034825100533	83.5387984316894	36.26	UP_pEhEx_DOWN_EhMyb10
EHI_114770A	808.418349327258	0.773322307643124	0.395362250881058	1.95598417886328	0.0504670178769216	0.637435505032701	935	1001	942	442	992.329079782503	1048.24849076498	673.037391454408	520.058435307137	36.26	DOWN_pEhEx_UP_EhMyb10
EHI_152100A	25.223671161017	-1.34974053908954	0.690088531638705	-1.95589475437943	0.0504775534091188	0.637435505032701	12	15	52	30	12.7357742859786	15.7080193421326	37.1528071715809	35.2980838443758	36.26	UP_pEhEx_DOWN_EhMyb10
EHI_134490A	494.483774561757	-1.20313530804226	0.616705057705686	-1.95090877399038	0.0510678987379258	0.640943839537806	433	133	789	693	459.549188819063	139.277771500242	563.722401122641	815.385736805081	35.91	UP_pEhEx_DOWN_EhMyb10
EHI_199650A	16.8734051413807	-1.58344524401881	0.811805937723711	-1.95052188021531	0.0511139480900423	0.640943839537806	7	9	33	23	7.42920166682088	9.42481160527956	23.5777430127341	27.0618642806881	35.91	UP_pEhEx_DOWN_EhMyb10
EHI_045260A	73.8389324132649	1.06294155135393	0.545435463332488	1.94879435389037	0.0513199883122686	0.641778766883315	88	101	49	52	93.3956780971768	105.767330237026	35.0093759886051	61.1833453302514	35.82	DOWN_pEhEx_UP_EhMyb10
EHI_005960A	29.6295358728028	-1.44565735512325	0.742276176104856	-1.94760036986426	0.0514627994794482	0.641820604890028	14	16	36	52	14.8584033336418	16.7552206316081	25.7211741957099	61.1833453302514	35.82	UP_pEhEx_DOWN_EhMyb10
EHI_087570A	3764.50529541095	-1.49248260106169	0.767387700724749	-1.94488731009389	0.0517885426672928	0.642401275889168	3212	515	5229	6267	3408.94225054695	539.308664079886	3736.00055192686	7373.7697150901	35.76	UP_pEhEx_DOWN_EhMyb10
EHI_142710A	125.322632391215	-1.11317402450244	0.572328461620945	-1.94499155493634	0.0517759947294461	0.642401275889168	106	44	259	134	112.499339526145	46.0768567369223	185.049558796913	157.664774504879	35.76	UP_pEhEx_DOWN_EhMyb10
EHI_186730A	149.607233756557	-0.962893575909984	0.49556440063376	-1.94302410479561	0.0520132459335766	0.643454187597633	118	74	236	193	125.235113812123	77.4928954211875	168.616586394098	227.084339398818	35.65	UP_pEhEx_DOWN_EhMyb10
EHI_118080A	248.386446429379	-0.861742741666564	0.444761857033286	-1.93753742151965	0.0526796835976559	0.649951485030596	197	137	413	294	209.078961194816	143.466576658144	295.079026189672	345.921221674883	35	UP_pEhEx_DOWN_EhMyb10
EHI_004170A	839.944673822962	-0.890928422968942	0.463989554931637	-1.92014758414165	0.0548392602348608	0.650960133175495	641	474	1137	1165	680.302609776026	496.37341121139	812.360418347837	1370.74225595659	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_014250A	215.633408123022	1.06281808588872	0.551916863008668	1.92568511151295	0.0541437040365254	0.650960133175495	237	316	117	167	251.531542148078	330.91560747426	83.5938161360571	196.492666733692	34.9	DOWN_pEhEx_UP_EhMyb10
EHI_017720A	1343.87064334083	0.72302713390313	0.377395059157618	1.91583624734515	0.0553859423680333	0.650960133175495	1689	1485	1473	829	1792.5602307515	1555.09391487113	1052.42471084113	975.403716899585	34.9	DOWN_pEhEx_UP_EhMyb10
EHI_025830A	1416.37336530241	-1.09378932152401	0.57056564180125	-1.91702626549851	0.0552345949061194	0.650960133175495	1260	449	2317	1872	1337.25630002776	470.193378974503	1655.44335031833	2202.60043188905	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_033850A	23.7023801189102	-1.81300954686821	0.944408836737788	-1.91972954544853	0.0548920702374698	0.650960133175495	2	18	49	33	2.12262904766311	18.8496232105591	35.0093759886051	38.8278922288134	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_044730A	3702.48336138842	0.823153972633273	0.427550628495228	1.92527835950184	0.0541945434749108	0.650960133175495	3434	5555	3515	2411	3644.55407483756	5817.20316303644	2511.38686938667	2836.789338293	34.9	DOWN_pEhEx_UP_EhMyb10
EHI_070670.mRNA	114.425178393583	-0.895965870862721	0.467356648969607	-1.91709238081469	0.0552261964251209	0.650960133175495	70	82	232	112	74.2920166682088	85.8705057369916	165.75867815013	131.779513019003	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_086530A	74.8060955639553	-1.03063313656237	0.538093779443888	-1.91534110955066	0.0554490161244663	0.650960133175495	56	37	120	98	59.433613334567	38.7464477105938	85.7372473190329	115.307073891628	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_087610A	30.5782322287579	1.42477602478315	0.743472697765502	1.91637975283463	0.0553167760816454	0.650960133175495	25	60	28	11	26.5328630957889	62.8320773685304	20.0053577077743	12.9426307429378	34.9	DOWN_pEhEx_UP_EhMyb10
EHI_098560A	244.925821086811	-0.857176542079424	0.445678449905245	-1.92330713379044	0.0544414892094708	0.650960133175495	192	138	393	298	203.772388575658	144.51377794762	280.789484969833	350.627632854133	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_101730A	15.6400821521618	2.31398036299812	1.20535868802712	1.91974421056817	0.054890216904418	0.650960133175495	14	36	14	0	14.8584033336418	37.6992464211183	10.0026788538872	0	34.9	DOWN_pEhEx_UP_EhMyb10
EHI_123291A	10.2592805505813	-2.45751499099506	1.2758797168909	-1.92613375576156	0.0540876747038637	0.650960133175495	0	6	19	18	0	6.28320773685304	13.5750641588469	21.1788503066255	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_155730A	23.2523741306363	1.38114089736547	0.719875362798084	1.9185833669833	0.0550370822605078	0.650960133175495	28	36	21	9	29.7168066672835	37.6992464211183	15.0040182808308	10.5894251533127	34.9	DOWN_pEhEx_UP_EhMyb10
EHI_159330A	30.5782322287579	1.42477602478315	0.743472697765502	1.91637975283463	0.0553167760816454	0.650960133175495	25	60	28	11	26.5328630957889	62.8320773685304	20.0053577077743	12.9426307429378	34.9	DOWN_pEhEx_UP_EhMyb10
EHI_161860A	40.0169168093253	-1.15198418320335	0.59813832912337	-1.92594944532596	0.0541106866162951	0.650960133175495	26	21	69	52	27.5941776196204	21.9912270789856	49.2989172084439	61.1833453302514	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_167310A	4418.52757342706	-1.35308400877629	0.705823010509071	-1.91703017417977	0.0552340983654598	0.650960133175495	3777	920	5302	7576	4008.58495651178	963.425186317466	3788.15737737927	8913.9427734997	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_182850A	15852.7982809744	-1.05965779626791	0.549091281841231	-1.92983904737046	0.0536267836631479	0.650960133175495	14151	5290	27582	19672	15018.6618267403	5539.69482132543	19706.7062962797	23146.130179552	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_194050A	81.7444366443888	-1.28168683021839	0.662128692578683	-1.93570652440211	0.0529036549275977	0.650960133175495	51	39	81	148	54.1270407154093	40.8408502895448	57.8726419403472	174.137213632254	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_199110A	60.7292982790938	-1.1864623425055	0.618379682995794	-1.91866320180117	0.0550269713941977	0.650960133175495	45	25	85	92	47.7591535724199	26.1800322368877	60.730550184315	108.247457122752	34.9	UP_pEhEx_DOWN_EhMyb10
EHI_000240A	1160.47111064609	-0.95984423976606	0.501783031688578	-1.91286707431305	0.0557650716416258	0.65300473204774	949	543	1584	1644	1007.18748311614	568.6303001852	1131.73166461123	1934.33499467179	34.7	UP_pEhEx_DOWN_EhMyb10
