baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	EhMyb10_1.1	EhMyb10_2.1	EhMyb10_3.1	pEhEx_1.1	pEhEx_2.1	pEhEx_3.1	Certeza	DE
EHI_023020A	386.490604586198	-0.689683608206575	0.531857812347607	-1.29674434067694	0.194719167344542	0.696761616422482	479	545	26	737	586	604	429.429966985328	490.450655302277	81.5322883254421	435.669083310627	550.263207391889	331.598426201625	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_028880A	368.872590679179	-0.716982210156991	0.554829112242225	-1.29225773186172	0.196267904544307	0.696761616422482	577	176	48	1057	572	410	517.288290084623	158.384064831561	150.521147677739	624.833407136137	537.116987420069	225.091646924944	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_031260A	27.4287662697282	0.733472448270442	0.578800001637019	1.26722952003449	0.205073233306859	0.696761616422482	39	36	11	58	18	21	34.9640265395153	32.3967405337284	34.4944296761486	34.2860336933737	16.9022828209113	11.5290843546923	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_045590A	22.4909242402209	1.15465247572009	0.915161558175653	1.2616925016189	0.207059456121826	0.696761616422482	17	58	5	15	44	3	15.2407295172246	52.1947486376735	15.6792862164312	8.86707767932077	41.3166913400053	1.64701205067032	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_045710A	40.4715411171669	0.633469785947781	0.502089314274215	1.26166753192802	0.207068444686157	0.696761616422482	63	90	4	79	38	19	56.4803505638323	80.9918513343209	12.5434289731449	46.6999424444227	35.6825970663682	10.4310763209121	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_048420A	28.0695401366314	0.752149657851741	0.59559848493342	1.2628468286581	0.206644231708266	0.696761616422482	11	17	29	21	8	59	9.86164851114533	15.2984608075939	90.9398600553008	12.4139087510491	7.51212569818278	32.3912369965164	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_049310A	34.1946591450896	0.853939114804037	0.665618363258732	1.28292601577776	0.199517997336661	0.696761616422482	6	8	45	12	4	74	5.37908100607927	7.19927567416186	141.11357594788	7.09366214345662	3.75606284909139	40.626297249868	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_054130A	21.3939500723045	0.686107063462747	0.546861962566585	1.25462568331256	0.209614675444751	0.696761616422482	33	45	3	35	23	12	29.584945533436	40.4959256671604	9.4075717298587	20.6898479184151	21.5973613822755	6.5880482026813	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_056630A	108.63809607889	0.786389242060218	0.609752393638434	1.28968619109108	0.19715963601753	0.696761616422482	17	31	146	39	18	202	15.2407295172246	27.8971932373772	457.83515751979	23.054401966234	16.9022828209113	110.898811411802	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_059840A	12542.7019838409	0.727118676288212	0.574724010784534	1.26516147340991	0.205813450034129	0.696761616422482	3484	3556	16538	4623	3787	19641	3123.45303753003	3200.07803716495	51860.8070894677	2732.83334076666	3556.05250237728	10782.9878957386	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_062490A	28.441127294216	-0.661040299426595	0.524754063911156	-1.25971449272761	0.207772375326672	0.696761616422482	29	20	7	71	44	39	25.9988915293831	17.9981891854046	21.9510007030036	41.970834348785	41.3166913400053	21.4111566587142	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_064620A	22.82491604137	0.889818551725444	0.708187476515269	1.2564731532728	0.208944473584174	0.696761616422482	34	31	7	46	29	4	30.4814590344492	27.8971932373772	21.9510007030036	27.192371549917	27.2314556559126	2.19601606756043	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_065830A	96.8688360073161	-0.857130485571816	0.66972804917421	-1.27981870645657	0.20060890331453	0.696761616422482	138	34	13	195	237	88	123.718863139823	30.5969216151879	40.766144162721	115.27200983117	222.546723808665	48.3123534863295	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_068200A	39610.5111054546	0.603412853114336	0.468782062844243	1.28719270838403	0.198027128113306	0.696761616422482	32432	32114	30099	33719	33190	62300	29075.7258648605	28899.6923750042	94386.1671656723	19932.5994846011	31165.9314903358	34202.9502522538	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_070770A	22.7962975661454	0.881326100037775	0.6889638757826	1.27920509480511	0.200824842224611	0.696761616422482	8	16	17	8	3	99	7.17210800810569	14.3985513483237	53.309573135866	4.72910809563775	2.81704713681854	54.3513976721207	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_070790A	28.4608405489115	1.10390226337172	0.871726024245325	1.2663408372228	0.205391082394339	0.696761616422482	2	8	41	10	1	48	1.79302700202642	7.19927567416186	128.570146974736	5.91138511954718	0.939015712272848	26.3521928107252	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_073350A	22.7842652803687	-1.02293271864276	0.798930195315737	-1.28037809140321	0.200412195280075	0.696761616422482	6	15	3	18	10	161	5.37908100607927	13.4986418890535	9.4075717298587	10.6404932151849	9.39015712272848	88.3896467193074	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_074730A	45.947405830987	-0.74704890694887	0.594077811593792	-1.2574933659695	0.208575039761109	0.696761616422482	31	53	7	87	38	166	27.7919185314096	47.6952013413223	21.9510007030036	51.4290505400605	35.6825970663682	91.134666803758	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_075530A	49.6188171094001	-0.931351184217571	0.737191797635942	-1.26337703051535	0.206453714870523	0.696761616422482	40	8	23	92	78	100	35.8605400405285	7.19927567416186	72.1247165955834	54.3847430998341	73.2432255572821	54.9004016890108	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_080880A	131.502260675659	0.514346809521757	0.39947654778397	1.28755195361282	0.197901973467959	0.696761616422482	247	252	8	238	163	40	221.438834750263	226.777183736098	25.0868579462899	140.690965845223	153.059561100474	21.9601606756043	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_087390A	238.113560876884	-0.68631163406423	0.544030345238103	-1.26153189812207	0.207117274954728	0.696761616422482	424	202	15	574	345	285	380.121724429602	181.781710772587	47.0378586492935	339.313505862008	323.960420734133	156.466144813681	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_087610A	33.525169695095	0.854570513742482	0.674246839651414	1.26744459667664	0.204996362092679	0.696761616422482	25	60	13	28	11	104	22.4128375253303	53.9945675562139	40.766144162721	16.5518783347321	10.3291728350013	57.0964177565713	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_088450A	23.0826847248966	0.716915329354328	0.567291541919199	1.26375113390363	0.206319365485937	0.696761616422482	33	42	6	47	15	19	29.584945533436	37.7961972893497	18.8151434597174	27.7835100618718	14.0852356840927	10.4310763209121	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_091060A	53.6678160166836	0.615067623685895	0.488800145368982	1.25832127816083	0.208275588895857	0.696761616422482	74	45	29	73	46	69	66.3419990749777	40.4959256671604	90.9398600553008	43.1531113726944	43.194722764551	37.8812771654175	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_092140A	633.153480321373	0.488068021815722	0.383126802786519	1.2739072763011	0.202696279381905	0.696761616422482	524	429	464	524	417	1433	469.773074530923	386.06115802693	1455.03776088481	309.756580264272	391.569552017778	786.722756203525	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_092420A	33.5357112373372	0.602689687964682	0.476620756333543	1.26450575212237	0.206048557440051	0.696761616422482	49	50	10	61	32	27	43.9291615496474	44.9954729635116	31.3585724328623	36.0594492292378	30.0485027927311	14.8231084560329	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_096420A	8382.21534762401	0.505600283927087	0.399433927924438	1.26579203362698	0.205587547959295	0.696761616422482	8684	8756	4396	6717	7390	18093	7785.32324279873	7879.60722537015	13785.2284414863	3970.67738479984	6939.32611369635	9933.12967759273	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_096710A	1607.75829835379	-0.498782690845771	0.392561370233033	-1.27058526046433	0.203876233348692	0.696761616422482	1178	1454	480	2736	1318	5322	1056.09290419356	1308.46835377892	1505.21147677739	1617.35496870811	1237.62270877561	2921.79937788916	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_097180A	73.8332714152259	-0.662219267155919	0.521459742356117	-1.26993363699335	0.204108270158322	0.696761616422482	86	76	9	141	84	195	77.1001610871362	68.3931189045376	28.2227151895761	83.3505301856153	78.8773198309192	107.055783293571	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_098040A	203.429768534518	0.774132084102401	0.597519845648296	1.29557551893943	0.195121767887826	0.696761616422482	151	148	184	237	135	197	135.373538652995	133.186599971994	576.997732764667	140.099827333268	126.767121156834	108.153791327351	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_098280A	2724.33243073442	-0.536340772907187	0.420243678888094	-1.27626136894259	0.201863141278409	0.696761616422482	3165	3245	381	5295	3540	5354	2837.46523070681	2920.2061953319	1194.76160969205	3130.07842080023	3324.11562144588	2939.36750642964	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_099340A	1473.37335411071	-0.726417858905143	0.572768098843065	-1.26825823640045	0.20470574611678	0.696761616422482	1170	470	691	2397	2129	3252	1048.92079618546	422.957445857009	2166.87735511079	1416.95901315546	1999.16445142889	1785.36106292663	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_099360A	40.504882671486	1.01462853499956	0.788418473778837	1.28691623642012	0.198123485442602	0.696761616422482	7	3	61	10	3	62	6.27559450709248	2.6997283778107	191.28729184046	5.91138511954718	2.81704713681854	34.0382490471867	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_104630A	2248.39345454476	0.444710494299857	0.351480358069764	1.26524991820905	0.205781753271825	0.696761616422482	4461	3972	85	4013	3272	374	3999.34672801994	3574.44037222136	266.54786567933	2372.23884847428	3072.45941055676	205.327502316901	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_109990A	174.132057421185	0.625398180208204	0.487818898313976	1.28202942192223	0.199832325359042	0.696761616422482	42	63	151	55	19	777	37.6535670425549	56.6942959340246	473.514443736221	32.5126181575095	17.8412985331841	426.576121123614	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_118920A	117.337383922575	-0.500162383127222	0.389045668390618	-1.28561355070798	0.198577965188973	0.696761616422482	106	90	36	178	140	325	95.0304311074004	80.9918513343209	112.890860758304	105.22265512794	131.462199718199	178.426305489285	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_120900A	476.581593726467	0.971004831469361	0.773891524581183	1.25470405170137	0.209586214370874	0.696761616422482	22	62	758	89	19	613	19.7232970222907	55.7943864747544	2376.97979041096	52.6113275639699	17.8412985331841	336.539462353636	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_121850A	20.0564802968531	0.829856674180752	0.644406326906606	1.2877848021207	0.197820884105686	0.696761616422482	14	21	16	26	12	22	12.551189014185	18.8980986446749	50.1737158925797	15.3696013108227	11.2681885472742	12.0780883715824	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_126940A	134.166012344767	0.479398165376973	0.374547570007836	1.27993932884665	0.200566474470247	0.696761616422482	180	154	54	184	130	191	161.372430182378	138.586056727616	169.336291137457	108.769486199668	122.07204259547	104.859767226011	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_135100A	504.642105105809	0.619421300314948	0.47842390961079	1.29471225804509	0.195419509720816	0.696761616422482	300	257	498	362	260	925	268.954050303963	231.27673103245	1561.65690715654	213.992141327608	244.14408519094	507.82871562335	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_137690A	34.2551459276571	0.727684092169721	0.572783797724589	1.27043414122481	0.203930028341313	0.696761616422482	43	57	12	74	19	30	38.5500805435681	51.2948391784032	37.6302869194348	43.7442498846492	17.8412985331841	16.4701205067032	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_137890A	176.719778863449	-0.718028867020127	0.57046034471087	-1.25868322606026	0.208144772475569	0.696761616422482	187	66	57	338	296	322	167.648024689471	59.3940243118353	178.743862867315	199.804817040695	277.948650832763	176.779293438615	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_138990A	23.7737570998856	0.811250030220769	0.646655247988074	1.2545325082334	0.20964851751088	0.696761616422482	28	27	13	44	20	14	25.1023780283699	24.2975554002963	40.766144162721	26.0100945260076	18.780314245457	7.68605623646152	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_148290A	142.432475939394	0.669785683520844	0.524018705061089	1.27817132680934	0.201189023793839	0.696761616422482	42	82	147	53	59	356	37.6535670425549	73.792575660159	460.971014763076	31.3303411336001	55.401927024098	195.445430012879	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_151360A	40.7078128842598	-0.784402742951264	0.613217529315266	-1.27915903484877	0.2008410582377	0.696761616422482	36	20	13	61	85	68	32.2744860364756	17.9981891854046	40.766144162721	36.0594492292378	79.8163355431921	37.3322731485274	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_152010A	187.229766546499	-0.546483317114313	0.423949763594283	-1.28902847469752	0.197388187460634	0.696761616422482	180	144	52	350	313	307	161.372430182378	129.586962134913	163.064576650884	206.898479184151	293.911917941401	168.544233185263	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_152650A	1607.75829835379	-0.498782690845771	0.392561370233033	-1.27058526046433	0.203876233348692	0.696761616422482	1178	1454	480	2736	1318	5322	1056.09290419356	1308.46835377892	1505.21147677739	1617.35496870811	1237.62270877561	2921.79937788916	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_152730A	32.9245258415844	0.68624183499352	0.541098256269884	1.26823885873186	0.204712663951074	0.696761616422482	35	40	18	57	21	37	31.3779725354624	35.9963783708093	56.4454303791522	33.6948951814189	19.7193299577298	20.313148624934	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_153080A	7678.37315879684	-0.520632243480527	0.400816443377556	-1.29892935303083	0.19396817511534	0.696761616422482	11485	7198	862	16516	12934	8533	10296.4575591367	6477.54828782713	2703.10894371273	9763.24366344413	12145.229222537	4684.65127612329	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_153260A	90.9721147987521	-0.702197715977653	0.546234614985066	-1.28552401608025	0.198609229916675	0.696761616422482	41	26	61	95	90	280	36.7570535415417	23.397645941026	191.28729184046	56.1581586356982	84.5114141045563	153.72112472923	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_155450A	657.005556218183	-0.687183169485887	0.531033584398954	-1.29404841741539	0.195648697241384	0.696761616422482	1081	768	31	1323	1096	680	969.131094595282	691.130464719538	97.2115745418732	782.076251316092	1029.16122065104	373.322731485274	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_159330A	33.525169695095	0.854570513742482	0.674246839651414	1.26744459667664	0.204996362092679	0.696761616422482	25	60	13	28	11	104	22.4128375253303	53.9945675562139	40.766144162721	16.5518783347321	10.3291728350013	57.0964177565713	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_159520A	188.778006480287	0.49084420100671	0.391126701653231	1.25494935255504	0.209497146466086	0.696761616422482	315	347	19	317	269	70	282.401752819162	312.268582366771	59.5812876224384	187.390908289646	252.595226601396	38.4302811823076	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_159900A	33.769391781427	0.70810777752371	0.553852515015568	1.27851324734674	0.20106851683364	0.696761616422482	25	28	22	26	8	115	22.4128375253303	25.1974648595665	68.9888593522971	15.3696013108227	7.51212569818278	63.1354619423625	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_160990A	18275.6795477291	0.430896436481533	0.333342316239447	1.29265447406327	0.196130590037343	0.696761616422482	20124	18261	9250	24564	13624	34351	18041.4376943899	16433.2466357337	29006.6795003977	14520.7264076557	12793.1500640053	18858.8369841921	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_161930A	770.556182395522	0.807759984383808	0.637993958529528	1.26609346935755	0.205479620432632	0.696761616422482	164	121	1127	250	122	1040	147.028214166167	108.889044571698	3534.11111318358	147.78462798868	114.559916897287	570.964177565713	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_163640A	54.4286445575558	-0.583186003132404	0.454054393923746	-1.28439678359405	0.199003157797003	0.696761616422482	41	33	22	89	68	136	36.7570535415417	29.6970121559177	68.9888593522971	52.6113275639699	63.8530684345537	74.6645462970547	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_166400A	86.5626812941518	0.705968966111686	0.561984515831052	1.25620714846158	0.209040875662196	0.696761616422482	27	66	85	66	27	191	24.2058645273567	59.3940243118353	266.54786567933	39.0151417890114	25.3534242313669	104.859767226011	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_170100A	40.8344700082671	-0.770749635996601	0.593099075864525	-1.29952931535617	0.19376233966015	0.696761616422482	55	33	4	71	55	109	49.3082425557266	29.6970121559177	12.5434289731449	41.970834348785	51.6458641750066	59.8414378410218	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_174130A	714.025485082929	-0.668823265883308	0.522871678224121	-1.27913462085936	0.200849653891027	0.696761616422482	1306	515	49	1809	1119	685	1170.84663232325	463.45337152417	153.657004921025	1069.36956812609	1050.75858203332	376.067751569724	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_186800A	41.2807177297528	1.06053455013966	0.842710808690674	1.25847982392372	0.208218279421816	0.696761616422482	26	71	22	47	62	10	23.3093510263435	63.8935716081865	68.9888593522971	27.7835100618718	58.2189741609166	5.49004016890108	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_186840A	15896.5554058055	1.11410440773151	0.874314196455555	1.27426091472386	0.202570963388343	0.696761616422482	274	257	28911	343	360	6741	245.64469927762	231.27673103245	90660.7687606483	202.760509600468	338.045656418225	3700.83607785622	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_188870A	1093.43668293825	0.689252003137481	0.53364482309762	1.29159315954124	0.196498074203973	0.696761616422482	584	1114	906	1194	695	1521	523.563884591716	1002.49913762704	2841.08666241733	705.819383273934	652.615920029629	835.035109689855	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_188940A	7251.47950334405	-0.885228346586402	0.700062880958581	-1.26449833388435	0.206051218348283	0.696761616422482	12888	1994	840	16353	11391	13047	11554.2660010583	1794.41946178484	2634.12008436044	9666.88808599551	10696.3279785	7162.85540836524	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_192050A	388.309576139765	-0.672842813275918	0.518482722314896	-1.29771501405455	0.194385282455289	0.696761616422482	616	355	28	1324	406	376	552.252316624138	319.467858040932	87.8040028120145	782.667389828047	381.240379182776	206.425510350681	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_192610A	283.589582112876	-0.535986430295071	0.422680517536933	-1.26806514153621	0.204774688643148	0.696761616422482	416	377	3	857	483	36	372.949616421496	339.265866144878	9.4075717298587	506.605704745194	453.544589027786	19.7641446080439	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_192740A	38.3574869021984	-0.645466735396892	0.505973129412146	-1.2756937036297	0.202063815203273	0.696761616422482	50	42	2	117	68	15	44.8256750506606	37.7961972893497	6.27171448657247	69.163205898702	63.8530684345537	8.23506025335162	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_194270A	7557.36456072847	-0.754050594678129	0.597867991025278	-1.26123258979798	0.207225060147769	0.696761616422482	11544	10167	328	14750	11200	10165	10349.3518556965	9149.37947240045	1028.56117579788	8719.2930513321	10516.9759774559	5580.62583168795	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_194600A	66.2885480164252	0.529103644863904	0.416197134275236	1.27128132630054	0.203628583167724	0.696761616422482	39	48	50	47	28	198	34.9640265395153	43.1956540449711	156.792862164312	27.7835100618718	26.2924399436397	108.702795344241	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_195140A	1958.54114934225	0.752446204640979	0.588811564542788	1.27790663423069	0.201282348595855	0.696761616422482	426	344	2768	556	387	3074	381.914751431628	309.56885398896	8680.05284941629	328.673012646823	363.399080649592	1687.63834792019	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_196370A	27.9373662401428	-1.17446996748827	0.932421444221044	-1.25959133047335	0.207816824596955	0.696761616422482	7	10	17	42	65	24	6.27559450709248	8.99909459270232	53.309573135866	24.8278175020982	61.0360212977351	13.1760964053626	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_197030A	30790.7226857415	-0.7936244615367	0.626592437432422	-1.26657203969573	0.205308355353286	0.696761616422482	63072	24702	1158	73060	44670	31337	56544.8995359053	22229.5634628933	3631.32268772546	43188.5796834117	41945.8318672281	17204.1388772853	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_197270A	33.9908626625434	0.804187130071092	0.638583592083943	1.2593294598233	0.207911356661598	0.696761616422482	10	6	38	11	2	113	8.96513501013212	5.39945675562139	119.162575244877	6.5025236315019	1.8780314245457	62.0374539085822	30.32	DOWN_pEhEx_UP_EhMyb10
EHI_198330A	175.043294087943	-0.526530778185145	0.419389962029805	-1.25546824162598	0.209308829936354	0.696761616422482	132	119	70	346	214	364	118.339782133744	107.089225653158	219.510007030036	204.533925136333	200.949362426389	199.837462147999	30.32	UP_pEhEx_DOWN_EhMyb10
EHI_006940A	183.74680026692	-0.543516702663309	0.433728334897249	-1.25312703582548	0.210159478325977	0.697171110756656	130	80	87	204	186	630	116.546755131718	71.9927567416186	272.819580165902	120.592256438763	174.65692248275	345.872530640768	30.28	UP_pEhEx_DOWN_EhMyb10
EHI_118260A	105.871341147252	0.545203411187332	0.434932879347104	1.25353459597205	0.210011216752073	0.697171110756656	174	232	5	212	125	22	155.993349176299	208.778994550694	15.6792862164312	125.3213645344	117.376964034106	12.0780883715824	30.28	DOWN_pEhEx_UP_EhMyb10
EHI_140720A	67.0121825070752	0.947557447305895	0.756716166844907	1.25219664759733	0.21049821728274	0.697651234422797	90	138	5	86	138	2	80.686215091189	124.187505379292	15.6792862164312	50.8379120281058	129.584168293653	1.09800803378022	30.23	DOWN_pEhEx_UP_EhMyb10
EHI_033740A	275.735067990817	-0.514843638702329	0.411331599978493	-1.25165107356023	0.210697035414776	0.697667163307121	100	158	157	299	209	1015	89.6513501013212	142.185694564697	492.329587195939	176.750415074461	196.254283865025	557.23907714346	30.23	UP_pEhEx_DOWN_EhMyb10
EHI_001420A	6128.21100292732	-0.616936615053793	0.502348889410283	-1.22810386975878	0.219407978544784	0.697740624930587	10326	7310	287	12112	10697	5153	9257.39841146242	6578.3381472654	899.991028823149	7159.86965679555	10044.6510741827	2829.01769903473	30.23	UP_pEhEx_DOWN_EhMyb10
EHI_005910A	203.638606310365	0.70115216657798	0.563827523413699	1.2435578921952	0.213662321732672	0.697740624930587	278	396	16	526	260	20	249.230753281673	356.364145871012	50.1737158925797	310.938857288182	244.14408519094	10.9800803378022	30.23	DOWN_pEhEx_UP_EhMyb10
EHI_008470A	143.422081553734	-0.862681179568269	0.698301827809692	-1.2353987132959	0.216682151442472	0.697740624930587	282	60	3	347	339	38	252.816807285726	53.9945675562139	9.4075717298587	205.125063648287	318.326326460495	20.8621526418241	30.23	UP_pEhEx_DOWN_EhMyb10
EHI_013870A	36.6031835039984	-0.611861498291251	0.493751597606177	-1.2392091514391	0.215268052358194	0.697740624930587	37	33	7	65	43	102	33.1709995374888	29.6970121559177	21.9510007030036	38.4240032770567	40.3776756277325	55.998409722791	30.23	UP_pEhEx_DOWN_EhMyb10
EHI_019190A	53.1023345161812	0.730236730304316	0.590427118156957	1.23679402223899	0.21616356189932	0.697740624930587	10	14	65	20	6	138	8.96513501013212	12.5987324297832	203.830720813605	11.8227702390944	5.63409427363709	75.7625543308349	30.23	DOWN_pEhEx_UP_EhMyb10
EHI_030080A	39.939128021299	0.686554582793344	0.559023224450784	1.22813248674571	0.219397237503829	0.697740624930587	55	46	17	75	40	25	49.3082425557266	41.3958351264307	53.309573135866	44.3353883966039	37.5606284909139	13.7251004222527	30.23	DOWN_pEhEx_UP_EhMyb10
EHI_030760A	23604.7102945667	-0.537385728421751	0.43681420367126	-1.23023867792124	0.218607740049675	0.697740624930587	36980	26513	1856	48915	38419	25144	33153.0692674686	23859.2994936317	5820.15104353925	28915.540312265	36076.0446498105	13804.1570006849	30.23	UP_pEhEx_DOWN_EhMyb10
EHI_044610A	113.568129547506	-1.28015507437767	1.03158710434344	-1.24095684115054	0.214621692873547	0.697740624930587	2	4	173	19	32	168	1.79302700202642	3.59963783708093	542.503303088518	11.2316317271396	30.0485027927311	92.2326748375382	30.23	UP_pEhEx_DOWN_EhMyb10
EHI_048680A	35.2881587596563	-0.765305677584981	0.620122700295868	-1.23411975923449	0.217158281658873	0.697740624930587	41	11	10	67	40	103	36.7570535415417	9.89900405197255	31.3585724328623	39.6062803009661	37.5606284909139	56.5474137396812	30.23	UP_pEhEx_DOWN_EhMyb10
EHI_050430A	22.5271328595971	0.640591174339982	0.521613795417273	1.22809477043745	0.219411393944417	0.697740624930587	25	23	13	25	19	34	22.4128375253303	20.6979175632153	40.766144162721	14.778462798868	17.8412985331841	18.6661365742637	30.23	DOWN_pEhEx_UP_EhMyb10
EHI_053200A	29.601609802286	1.18005200681337	0.960550600716828	1.22851623426474	0.219253238970115	0.697740624930587	63	18	10	40	52	2	56.4803505638323	16.1983702668642	31.3585724328623	23.6455404781887	48.8288170381881	1.09800803378022	30.23	DOWN_pEhEx_UP_EhMyb10
EHI_054670A	30.1905136474918	0.771691060843739	0.62800610192222	1.22879548221223	0.219148495823779	0.697740624930587	48	83	1	40	32	12	43.0326480486342	74.6924851194293	3.13585724328623	23.6455404781887	30.0485027927311	6.5880482026813	30.23	DOWN_pEhEx_UP_EhMyb10
EHI_060860A	211.680277800499	-0.623084266880879	0.506019548352224	-1.2313442611256	0.218194134345625	0.697740624930587	175	145	66	411	399	288	156.889862677312	130.486871594184	206.966578056891	242.957928413389	374.667269196866	158.113156864351	30.23	UP_pEhEx_DOWN_EhMyb10
EHI_069500A	87.2183612875688	-0.527993494027181	0.422341387850514	-1.25015806931539	0.211241810606373	0.697740624930587	71	58	33	145	112	206	63.652458571938	52.1947486376735	103.483289028446	85.7150842334342	105.169759774559	113.094827479362	30.23	UP_pEhEx_DOWN_EhMyb10
EHI_081320A	21249.5055738255	0.81099818120253	0.653569720975589	1.24087477613245	0.214652012173202	0.697740624930587	9017	8374	26544	10827	10557	22451	8083.86223863613	7535.84181192892	83238.1946657898	6400.25666893374	9913.18887446446	12325.6891831998	30.23	DOWN_pEhEx_UP_EhMyb10
EHI_084980A	53.9201685269506	0.689003613511172	0.554126628444666	1.24340462656538	0.213718766262637	0.697740624930587	69	50	30	90	47	46	61.8594315699116	44.9954729635116	94.075717298587	53.2024660759246	44.1337384768239	25.254184776945	30.23	DOWN_pEhEx_UP_EhMyb10
EHI_085020A	58.1571668341397	0.949141829020024	0.766698705567059	1.23795934717019	0.215731134960078	0.697740624930587	7	15	87	20	10	64	6.27559450709248	13.4986418890535	272.819580165902	11.8227702390944	9.39015712272848	35.1362570809669	30.23	DOWN_pEhEx_UP_EhMyb10
EHI_092520A	66.2878294172187	-0.749311529929968	0.600579899373971	-1.24764670064887	0.21216046811982	0.697740624930587	119	42	3	165	133	39	106.685106620572	37.7961972893497	9.4075717298587	97.5378544725285	124.889089732289	21.4111566587142	30.23	UP_pEhEx_DOWN_EhMyb10
EHI_093970A	183.274349086678	-0.612887581013637	0.491362779598006	-1.24732195123744	0.212279471740823	0.697740624930587	289	165	16	344	346	207	259.092401792818	148.485060779588	50.1737158925797	203.351648112423	324.899436446405	113.643831496252	30.23	UP_pEhEx_DOWN_EhMyb10
EHI_095170A	45.2309206168917	0.629704814458915	0.505547638403856	1.24558946897083	0.212915150470224	0.697740624930587	22	40	37	39	19	107	19.7232970222907	35.9963783708093	116.026718001591	23.054401966234	17.8412985331841	58.7434298072416	30.23	DOWN_pEhEx_UP_EhMyb10
